Date,Close,Adj Close,roll_mean,band1,band2,daily_ret,cumulative ret,roll_std,momentum,stochastic osc,Close Predict
2002-07-01,15.0,13.627939999999999,,,,0.0,0.0,,-0.7952350837950919,,13.746048000000002
2002-07-02,15.13,13.746048000000002,,,,0.008666606985355374,0.008666606985355374,,-0.7929702671641147,,13.627939999999999
2002-07-03,15.0,13.627939999999999,,,,-0.00859214226518068,0.0,,-0.7954469208014212,,13.627939999999999
2002-07-05,15.0,13.627939999999999,,,,0.0,0.0,,-0.7961099986313517,,12.719411000000001
2002-07-08,14.0,12.719411000000001,,,,-0.0666666422071126,-0.0666666422071126,,-0.8086595578194411,,14.082206
2002-07-09,15.5,14.082206,,,,0.10714293295499289,0.03333343117154919,,-0.7893136453041628,,14.082206
2002-07-10,15.5,14.082206,,,,0.0,0.03333343117154919,,-0.7905173896361356,,14.082206
2002-07-11,15.5,14.082206,,,,0.0,0.03333343117154919,,-0.7945505063682576,,13.627939999999999
2002-07-12,15.0,13.627939999999999,,,,-0.03225815614400196,0.0,,-0.8029053368011618,,11.583749000000001
2002-07-15,12.75,11.583749000000001,13.480758599999998,15.03289554115126,11.928621658848735,-0.1499999999999999,-0.1499999999999999,0.7760684705756316,-0.8332533097898334,0.0,11.356618
2002-07-16,12.5,11.356618,13.253626399999998,15.297039775320638,11.210213024679359,-0.019607728033471883,-0.166666568828451,1.0217066876603202,-0.166666568828451,0.0,11.356618
2002-07-17,12.5,11.356618,13.0146834,15.34135821044634,10.688008589553657,0.0,-0.166666568828451,1.1633374052231709,-0.17382668822340808,0.0,10.67522
2002-07-18,11.75,10.67522,12.719411399999998,15.419644728862806,10.01917807113719,-0.06000008101003307,-0.21666664220711274,1.3501166644314044,-0.21666664220711274,0.0,9.539557
2002-07-19,10.5,9.539557,12.3105731,15.577912983071101,9.043233216928897,-0.10638310030144571,-0.30000007337866175,1.633669941535551,-0.30000007337866175,0.0,9.266995
2002-07-22,10.2,9.266995,11.9653315,15.732098395392654,8.198564604607345,-0.028571767011822513,-0.3200003081903794,1.8833834476963274,-0.2714289207259677,0.0,9.266995
2002-07-23,10.2,9.266995,11.4838104,15.278861880871048,7.688758919128951,0.0,-0.3200003081903794,1.8975257404355241,-0.3419358444266474,0.0,9.539557
2002-07-24,10.5,9.539557,11.029545500000001,14.517322953153325,7.541768046846676,0.029412123347428265,-0.30000007337866175,1.7438887265766625,-0.32258078031240267,5.660437310016127,9.221575
2002-07-25,10.15,9.221575,10.5434824,13.446184500910995,7.640780299089006,-0.033332994393764914,-0.32333316700836656,1.451351050455497,-0.345161191364478,0.0,9.221575
2002-07-26,10.15,9.221575,10.102845900000002,12.130404265410533,8.07528753458947,0.0,-0.32333316700836656,1.0137791827052658,-0.32333316700836656,0.0,10.084677000000001
2002-07-29,11.1,10.084677000000001,9.9529387,11.69551259612776,8.210364803872242,0.093595942124854,-0.2599998972698734,0.8712869480638791,-0.12941164384690995,40.425508994432505,10.448088
2002-07-30,11.5,10.448088,9.862085700000002,11.356457822145133,8.36771357785487,0.036035958315769445,-0.2333332844142254,0.747186061072566,-0.08000004931045479,57.4467586835488,10.902353999999999
2002-07-31,12.0,10.902353999999999,9.816659300000001,11.125174803380705,8.508143796619297,0.04347838571038065,-0.19999985324267644,0.6542577516903522,-0.039999936600843666,100.0,10.720646
2002-08-01,11.8,10.720646,9.821201900000002,11.143210132764253,8.499193667235751,-0.016666859285618396,-0.2133333431171548,0.6610041163821255,0.004255275301118022,89.18906054870993,10.720646
2002-08-02,11.8,10.720646,9.939310800000003,11.357058104486748,8.521563495513258,0.0,-0.2133333431171548,0.7088736522433728,0.12380962763784531,89.18906054870993,10.766073
2002-08-05,11.85,10.766073,10.089218600000004,11.508031939694604,8.670405260305404,0.004237337936538577,-0.20999997064853515,0.7094066698472994,0.16176527558286158,91.89179541153248,10.902353999999999
2002-08-06,12.0,10.902353999999999,10.252754500000005,11.626640801856103,8.878868198143907,0.012658375992806059,-0.19999985324267644,0.6869431509280493,0.1764713372565756,100.0,10.947778999999999
2002-08-07,12.05,10.947778999999999,10.393576700000004,11.730757398323194,9.056396001676815,0.004166531374783844,-0.19666662753138042,0.6685903491615944,0.14761922382768922,99.99999999999999,10.993203
